Account,Sales_Agent,Deal_Stage,Product,Created_On
Vehement Capital Partners,James Ascencio,In_Progress,GTXPlusPro,12/12/2017
,Garret Kinder,In_Progress,MGRPFU,5/28/2017
,Donn Cantrell,In_Progress,GTXPlusPro,5/30/2017
,Wilburn Farren,In_Progress,GTXPlusBasic,7/26/2017
,Lajuana Vencill,In_Progress,MGRPFU,12/23/2017
,Hayden Neloms,In_Progress,GTXPlusPro,11/1/2017
Umbrella Corporation,Maureen Marcano,Won,GTXPlusBasic,10/19/2017
Dontechi,Jonathan Berthelot,Won,MGRPFS,10/8/2017
,Darcel Schlecht,Lost,GTXPro,6/25/2017
Bioplex,Darcel Schlecht,Won,GTXPro,3/23/2017
Ontomedia,Corliss Cosme,Won,GTXPro,8/31/2017
,Kami Bicknell,Lost,GTXPro,5/5/2017
Faxquote,Jonathan Berthelot,Won,GTXPro,5/30/2017
,Elease Gluck,In_Progress,MGRPFU,7/17/2017
Toughzap,Rosalina Dieter,Won,MGRPFS,8/9/2017
,Versie Hillebrand,Lost,MGRPFU,8/3/2017
Inity,Niesha Huffines,Won,GTXPlusBasic,4/25/2017
Kinnamplus,Gladys Colclough,Won,MGRPFS,10/6/2017
Silis,Marty Freudenburg,Won,MGRPFU,4/20/2017
Green-Plus,Anna Snelling,Won,MGRPFU,5/4/2017
,Corliss Cosme,Lost,GTXBasic,4/19/2017
Streethex,Lajuana Vencill,Won,GTXBasic,8/27/2017
Doncon,Kary Hendrixson,Won,GTXBasic,10/8/2017
Zencorporation,Jonathan Berthelot,Won,GTXBasic,7/27/2017
Groovestreet,Jonathan Berthelot,Lost,GTXBasic,2/14/2017
Silis,Anna Snelling,Won,MGRPFU,4/21/2017
,Niesha Huffines,Lost,GTXBasic,5/9/2017
Rantouch,Corliss Cosme,Won,GTXPlusPro,8/22/2017
,Reed Clapper,In_Progress,GTXPlusPro,5/31/2017
Cancity,Zane Levy,Won,GTXPlusBasic,3/22/2017
,Marty Freudenburg,Lost,GTXBasic,7/16/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,6/29/2017
Statholdings,Daniell Hammack,Won,GTXPlusBasic,8/9/2017
Wonka Industries,Darcel Schlecht,In_Progress,GTXPro,3/9/2017
Massive Dynamic,Wilburn Farren,Won,MGRPFU,9/18/2017
Silis,Jonathan Berthelot,Won,MGRPFS,9/24/2017
Yearin,Corliss Cosme,Won,GTXPlusPro,6/16/2017
,Zane Levy,Lost,GTXPlusPro,4/6/2017
Conecom,Violet Mclelland,Won,MGRPFU,1/17/2017
,Boris Faz,In_Progress,MGRPFS,12/22/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,10/25/2017
,Cecily Lampkin,Lost,GTXPlusBasic,7/26/2017
,Darcel Schlecht,In_Progress,MGRPFS,6/15/2017
,Corliss Cosme,Lost,GTXPlusBasic,12/12/2017
,Gladys Colclough,In_Progress,MGRPFS,8/5/2017
,Boris Faz,In_Progress,MGRPFS,9/8/2017
Stanredtax,Hayden Neloms,Won,MGRPFS,7/27/2017
Dontechi,Darcel Schlecht,Won,GTXPro,8/28/2017
,Moses Frase,In_Progress,MGRPFU,6/23/2017
Rundofase,Rosalina Dieter,Lost,MGRPFS,6/20/2017
Goodsilron,Anna Snelling,Won,GTXPlusPro,11/20/2017
Goodsilron,Jonathan Berthelot,Won,GTXPlusBasic,11/25/2017
Streethex,Gladys Colclough,Won,GTXBasic,8/9/2017
Umbrella Corporation,Vicki Laflamme,In_Progress,MGRPFU,6/9/2017
Golddex,Jonathan Berthelot,Lost,GTXPlusPro,5/16/2017
,Kami Bicknell,Lost,GTXPlusBasic,5/11/2017
Gekko & Co,Boris Faz,Won,MGRPFU,8/5/2017
Singletechno,Anna Snelling,Won,GTXPro,9/16/2017
Stanredtax,Darcel Schlecht,Won,GTXPro,10/15/2017
,Anna Snelling,In_Progress,MGRPFS,11/20/2017
Ron-tech,Wilburn Farren,Won,GTXBasic,6/27/2017
Plussunin,Kami Bicknell,In_Progress,GTXBasic,7/29/2017
,Cecily Lampkin,In_Progress,MGRPFS,9/5/2017
,Boris Faz,Lost,GTXBasic,6/9/2017
Iselectrics,Elease Gluck,Lost,MGRPFS,3/14/2017
Ollivander's Wand Shop,Lajuana Vencill,Won,GTXPlusPro,8/9/2017
Dalttechnology,Markita Hansen,Won,GTXPlusPro,9/24/2017
Cancity,Vicki Laflamme,Lost,MGRPFU,7/24/2017
Sonron,Kami Bicknell,Won,GTXBasic,9/25/2017
,Zane Levy,In_Progress,MGRPFU,10/21/2017
Sterling Cooper,Markita Hansen,Lost,GTXPlusPro,8/14/2017
Condax,Hayden Neloms,Won,GTXPlusBasic,7/2/2017
Zathunicon,Kary Hendrixson,Won,MGRPFS,7/24/2017
,Boris Faz,In_Progress,GTXPlusBasic,5/26/2017
,Gladys Colclough,Lost,MGRPFS,5/12/2017
Zotware,Kary Hendrixson,Won,GTXBasic,3/19/2017
dambase,Zane Levy,Lost,GTXPlusBasic,8/16/2017
J-Texon,Cassey Cress,Won,GTXBasic,2/20/2017
Fasehatice,Reed Clapper,Won,GTXBasic,3/17/2017
Sonron,Vicki Laflamme,Lost,GTXPro,3/12/2017
Vehement Capital Partners,Kary Hendrixson,Won,MGRPFS,8/6/2017
,Vicki Laflamme,In_Progress,MGRPFS,8/5/2017
,Corliss Cosme,In_Progress,GTXBasic,6/22/2017
Green-Plus,Marty Freudenburg,Lost,GTXPlusBasic,7/8/2017
,Reed Clapper,In_Progress,GTXPro,10/28/2017
,Corliss Cosme,In_Progress,GTXBasic,1/25/2017
,Corliss Cosme,Lost,GTXBasic,3/18/2017
,Donn Cantrell,In_Progress,GTXPlusPro,3/26/2017
Hottechi,Kami Bicknell,Lost,MGRPFU,6/9/2017
Plusstrip,Elease Gluck,Lost,MGRPFS,6/10/2017
Rangreen,Daniell Hammack,Won,GTXPro,9/7/2017
Kan-code,Kary Hendrixson,In_Progress,GTXPlusBasic,9/19/2017
Labdrill,Darcel Schlecht,Won,GTXPro,9/7/2017
Olivia Pope & Associates,Gladys Colclough,Won,MGRPFS,5/10/2017
,Markita Hansen,In_Progress,MGRPFS,10/13/2017
Kinnamplus,Anna Snelling,Won,GTXPlusBasic,10/25/2017
,Gladys Colclough,In_Progress,GTXBasic,5/30/2017
Ontomedia,Cassey Cress,Won,MGRPFU,5/30/2017
,Elease Gluck,Lost,MGRPFS,2/19/2017
Bluth Company,Moses Frase,In_Progress,MGRPFU,5/3/2017
Scotfind,Anna Snelling,Won,GTXPro,6/25/2017
Zumgoity,Corliss Cosme,Won,GTXPro,4/27/2017
Warephase,Donn Cantrell,Won,GTXPro,9/5/2017
Donware,James Ascencio,Won,MGRPFU,9/30/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,12/23/2016
Sumace,Lajuana Vencill,Lost,MGRPFU,2/7/2017
,Maureen Marcano,Lost,GTXPro,8/8/2017
Sonron,Zane Levy,Lost,GTXPlusBasic,6/23/2017
Newex,Garret Kinder,Won,GTXBasic,7/8/2017
,Kami Bicknell,Lost,GTXPlusPro,3/25/2017
Hooli,Cassey Cress,Won,GTXPro,6/1/2017
Initech,Versie Hillebrand,Won,MGRPFU,4/27/2017
Gogozoom,Kami Bicknell,Won,GTXBasic,2/11/2017
Zathunicon,Vicki Laflamme,In_Progress,MGRPFS,11/15/2017
Donware,Kary Hendrixson,Lost,GTXPlusBasic,2/19/2017
,Gladys Colclough,In_Progress,GTXPro,12/20/2017
,Elease Gluck,Lost,MGRPFS,11/28/2017
Warephase,Rosie Papadopoulos,Won,GTXBasic,9/3/2017
Gekko & Co,Reed Clapper,Lost,GTXPlusPro,2/5/2017
Xx-holding,Violet Mclelland,In_Progress,GTXBasic,4/28/2017
Dalttechnology,Cassey Cress,Won,GTXPlusPro,10/16/2017
,Gladys Colclough,Lost,MGRPFS,8/22/2017
,Versie Hillebrand,In_Progress,MGRPFU,8/8/2017
,Kami Bicknell,In_Progress,MGRPFS,8/1/2017
Hottechi,Kami Bicknell,Won,MGRPFS,10/7/2017
Yearin,Boris Faz,Won,GTXBasic,7/5/2017
Olivia Pope & Associates,Marty Freudenburg,Won,GTXPlusBasic,6/18/2017
Bioplex,Darcel Schlecht,Won,MGRPFS,8/17/2017
,Jonathan Berthelot,In_Progress,GTXBasic,12/2/2017
,Reed Clapper,In_Progress,GTXPlusPro,9/26/2017
,Garret Kinder,In_Progress,GTXBasic,12/18/2017
,Jonathan Berthelot,In_Progress,GTXPlusBasic,6/6/2017
,Rosalina Dieter,Lost,GTXPro,9/17/2017
Zathunicon,Kary Hendrixson,Won,GTXBasic,9/30/2017
Cyberdyne Systems,Violet Mclelland,In_Progress,GTXBasic,8/16/2017
Zumgoity,Daniell Hammack,Won,GTXPlusPro,6/29/2017
Newex,Kami Bicknell,Lost,GTXPlusBasic,11/18/2017
Xx-zobam,Versie Hillebrand,Won,GTXPro,10/7/2017
Hatfan,Kary Hendrixson,Won,GTXPlusBasic,8/4/2017
Golddex,Darcel Schlecht,Won,GTXPro,3/12/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,9/27/2017
Scotfind,Darcel Schlecht,Won,GTXPro,5/2/2017
Treequote,Kami Bicknell,Lost,GTXPro,7/31/2017
,Vicki Laflamme,In_Progress,MGRPFU,11/8/2017
Gekko & Co,Cassey Cress,Won,GTXPlusBasic,8/8/2017
,Gladys Colclough,Lost,GTXPlusBasic,8/19/2017
Singletechno,Marty Freudenburg,Won,GTXPlusBasic,5/9/2017
,Zane Levy,Lost,GTXPro,7/30/2017
The New York Inquirer,Boris Faz,Won,GTXPlusBasic,11/20/2017
,Boris Faz,In_Progress,GTXPlusPro,10/17/2017
Bioplex,Moses Frase,Won,MGRPFU,4/17/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,9/21/2017
Xx-zobam,Moses Frase,Won,MGRPFU,6/14/2017
Umbrella Corporation,Rosalina Dieter,Won,MGRPFS,6/15/2017
Krusty Krab,Maureen Marcano,Won,GTXPlusBasic,10/21/2017
Donware,Kary Hendrixson,Lost,GTXBasic,4/25/2017
Statholdings,Daniell Hammack,Won,GTXPlusBasic,7/19/2017
Funholding,Vicki Laflamme,In_Progress,GTXBasic,11/23/2017
,Anna Snelling,In_Progress,MGRPFU,7/8/2017
Ron-tech,Reed Clapper,Won,MGRPFU,8/27/2017
,Versie Hillebrand,In_Progress,GTXPro,12/16/2017
,Hayden Neloms,In_Progress,MGRPFS,9/17/2017
Goodsilron,Marty Freudenburg,Won,GTXPlusBasic,9/7/2017
Rundofase,Rosie Papadopoulos,In_Progress,GTXBasic,5/12/2017
Initech,Marty Freudenburg,Won,MGRPFS,7/31/2017
Fasehatice,Corliss Cosme,Won,GTXBasic,6/25/2017
,Cecily Lampkin,Lost,GTXPlusPro,6/8/2017
,Markita Hansen,In_Progress,MGRPFS,11/5/2017
Sonron,Kary Hendrixson,Won,GTXBasic,4/12/2017
,James Ascencio,In_Progress,MGRPFU,8/14/2017
Stanredtax,Versie Hillebrand,Lost,GTXPro,10/27/2017
Bubba Gump,Daniell Hammack,Won,GTXPro,11/29/2017
Treequote,Vicki Laflamme,Won,GTXPro,2/27/2017
Fasehatice,Corliss Cosme,Won,GTXPro,6/30/2017
,Corliss Cosme,Lost,GTXPlusPro,7/13/2017
Lexiqvolax,Gladys Colclough,Won,MGRPFS,6/26/2017
Betasoloin,Donn Cantrell,Won,MGRPFU,8/15/2017
Conecom,Reed Clapper,Lost,GTXPro,8/17/2017
Wonka Industries,Zane Levy,Won,GTXPlusBasic,5/8/2017
,Anna Snelling,In_Progress,MGRPFU,7/28/2017
Cheers,Kary Hendrixson,Won,GTXPlusPro,12/9/2017
,Gladys Colclough,In_Progress,GTXPlusBasic,8/4/2017
,Reed Clapper,In_Progress,GTXPlusBasic,4/23/2017
,Cassey Cress,Lost,GTXBasic,5/7/2017
,Versie Hillebrand,In_Progress,MGRPFU,12/22/2017
dambase,Boris Faz,In_Progress,MGRPFU,11/21/2017
Newex,James Ascencio,Won,GTXPlusBasic,7/20/2017
,Cecily Lampkin,In_Progress,MGRPFU,11/21/2017
,Donn Cantrell,Lost,MGRPFU,10/7/2017
,Markita Hansen,Lost,GTXPlusBasic,6/15/2017
Mathtouch,Kary Hendrixson,Won,GTXBasic,7/14/2017
,Markita Hansen,Lost,GTXBasic,7/31/2017
,Reed Clapper,In_Progress,MGRPFS,12/9/2017
dambase,Lajuana Vencill,In_Progress,GTXPlusBasic,5/21/2017
Funholding,Boris Faz,Won,GTXBasic,9/12/2017
Scotfind,Gladys Colclough,Lost,MGRPFS,8/12/2017
,Kary Hendrixson,In_Progress,MGRPFU,12/11/2017
Faxquote,Gladys Colclough,Won,GTXPlusPro,6/21/2017
,Anna Snelling,In_Progress,MGRPFU,9/27/2017
,Versie Hillebrand,In_Progress,GTXPlusBasic,12/22/2017
Finhigh,Niesha Huffines,Lost,MGRPFS,5/5/2017
Doncon,Elease Gluck,Won,MGRPFS,3/27/2017
Bioplex,Darcel Schlecht,Lost,GTXPlusPro,3/17/2017
,Marty Freudenburg,In_Progress,MGRPFS,7/31/2017
Warephase,Donn Cantrell,Won,GTXBasic,10/1/2017
Zotware,Hayden Neloms,Won,GTXPlusPro,10/26/2017
,Zane Levy,In_Progress,MGRPFS,9/8/2017
,Versie Hillebrand,In_Progress,GTXPro,8/2/2017
,Zane Levy,In_Progress,GTXBasic,9/25/2017
Umbrella Corporation,Rosalina Dieter,Won,MGRPFS,9/21/2017
,Darcel Schlecht,In_Progress,GTXPlusPro,8/21/2017
Codehow,Reed Clapper,Won,GTXBasic,2/23/2017
,Cecily Lampkin,In_Progress,MGRPFU,3/27/2017
Dalttechnology,Elease Gluck,Won,MGRPFU,8/21/2017
Ron-tech,Donn Cantrell,Won,GTXPro,11/27/2017
Iselectrics,Zane Levy,Won,GTXPlusBasic,4/4/2017
Warephase,Daniell Hammack,Won,GTXPlusPro,11/19/2017
Codehow,Lajuana Vencill,In_Progress,MGRPFU,12/26/2017
,Gladys Colclough,In_Progress,MGRPFS,11/24/2017
,Corliss Cosme,In_Progress,GTXPlusBasic,11/27/2017
Silis,Versie Hillebrand,In_Progress,MGRPFU,6/17/2017
,Cassey Cress,In_Progress,MGRPFU,11/17/2017
Groovestreet,Lajuana Vencill,Won,MGRPFU,6/19/2017
,Corliss Cosme,In_Progress,GTXPlusPro,4/7/2017
,Versie Hillebrand,Lost,MGRPFU,8/17/2017
Ontomedia,Corliss Cosme,Won,GTXPro,2/10/2017
Krusty Krab,Vicki Laflamme,Won,MGRPFS,7/22/2017
Sunnamplex,Donn Cantrell,Won,GTXBasic,10/10/2017
Labdrill,Darcel Schlecht,Lost,GTXPlusPro,9/28/2017
,Gladys Colclough,In_Progress,MGRPFS,4/30/2017
,Elease Gluck,In_Progress,GTK500U,2/24/2017
,Kami Bicknell,In_Progress,MGRPFS,11/5/2017
,Kary Hendrixson,In_Progress,GTXPlusPro,9/7/2017
,Rosie Papadopoulos,In_Progress,MGRPFU,12/26/2017
,Rosalina Dieter,In_Progress,GTXPro,12/15/2017
Green-Plus,Gladys Colclough,Won,MGRPFS,8/11/2017
Vehement Capital Partners,Vicki Laflamme,Won,MGRPFS,7/26/2017
,Anna Snelling,In_Progress,MGRPFU,8/3/2017
Hatfan,Rosalina Dieter,Won,GTXPlusBasic,8/2/2017
Finhigh,Darcel Schlecht,Lost,GTXPlusBasic,6/28/2017
Rundofase,Zane Levy,Won,GTXBasic,10/20/2017
,Zane Levy,Lost,GTXPlusPro,7/24/2017
,Jonathan Berthelot,In_Progress,GTXBasic,7/25/2017
,Gladys Colclough,In_Progress,MGRPFS,11/16/2017
Streethex,Moses Frase,Won,GTXPlusBasic,8/26/2017
Zumgoity,Corliss Cosme,Won,GTXPro,5/8/2017
,Reed Clapper,In_Progress,GTXPro,12/5/2017
Ollivander's Wand Shop,Anna Snelling,Won,GTXBasic,5/11/2017
Zoomit,Anna Snelling,Won,MGRPFU,9/16/2017
Singletechno,Jonathan Berthelot,Lost,MGRPFS,4/27/2017
Konmatfix,Cassey Cress,Lost,MGRPFU,4/7/2017
,Vicki Laflamme,In_Progress,GTXPro,2/28/2017
Massive Dynamic,Violet Mclelland,Won,MGRPFS,1/30/2017
Scottech,Reed Clapper,Won,MGRPFU,3/22/2017
Funholding,Wilburn Farren,Won,GTXBasic,10/17/2017
Labdrill,Niesha Huffines,Won,GTXPro,6/19/2017
Ollivander's Wand Shop,Darcel Schlecht,Lost,GTXPro,5/24/2017
Konex,Garret Kinder,Won,GTXPro,5/25/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,12/6/2017
,Daniell Hammack,In_Progress,GTXPro,5/12/2017
,Kary Hendrixson,In_Progress,GTXBasic,8/6/2017
,Cassey Cress,In_Progress,GTXPro,10/7/2017
,James Ascencio,In_Progress,GTXBasic,8/10/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,8/7/2017
Ganjaflex,Niesha Huffines,Lost,GTXBasic,3/8/2017
,Maureen Marcano,Lost,GTXBasic,8/15/2017
Finjob,Marty Freudenburg,Won,MGRPFS,6/28/2017
,Cassey Cress,In_Progress,GTXBasic,6/14/2017
Konex,Violet Mclelland,Won,MGRPFU,8/16/2017
Wonka Industries,Gladys Colclough,In_Progress,MGRPFS,8/12/2017
Lexiqvolax,Garret Kinder,In_Progress,GTXPro,11/26/2017
,Maureen Marcano,In_Progress,GTXPlusPro,5/18/2017
Wonka Industries,Kami Bicknell,Won,GTXPlusBasic,8/1/2017
Domzoom,Darcel Schlecht,Won,GTXPlusBasic,9/9/2017
,Darcel Schlecht,In_Progress,GTXPlusPro,4/20/2017
Finjob,Anna Snelling,Lost,GTXPlusBasic,8/30/2017
,Cecily Lampkin,In_Progress,MGRPFS,4/29/2017
Zathunicon,Zane Levy,Won,GTXPro,6/9/2017
,Moses Frase,Lost,GTXPlusBasic,4/28/2017
Initech,Niesha Huffines,Won,GTXBasic,9/21/2017
Ollivander's Wand Shop,Niesha Huffines,Won,MGRPFS,8/23/2017
Warephase,Daniell Hammack,Won,GTXPro,6/21/2017
Cheers,Markita Hansen,Won,GTXPro,8/22/2017
Statholdings,Donn Cantrell,Won,MGRPFU,10/3/2017
Labdrill,Cecily Lampkin,Won,GTXBasic,9/5/2017
Newex,Markita Hansen,Won,GTXBasic,9/16/2017
,James Ascencio,In_Progress,MGRPFS,9/25/2017
,Corliss Cosme,In_Progress,GTXPlusBasic,11/30/2017
,Darcel Schlecht,In_Progress,GTXPlusPro,9/16/2017
Krusty Krab,Hayden Neloms,Won,MGRPFS,9/8/2017
Sonron,Hayden Neloms,In_Progress,GTXPlusBasic,11/28/2017
Hatfan,Vicki Laflamme,Lost,GTXBasic,5/6/2017
,Lajuana Vencill,In_Progress,GTXBasic,9/14/2017
Lexiqvolax,Jonathan Berthelot,Won,GTXBasic,6/18/2017
Plussunin,James Ascencio,Won,GTXPlusPro,3/14/2017
Rantouch,Donn Cantrell,Won,MGRPFU,6/7/2017
,Violet Mclelland,In_Progress,GTXBasic,7/7/2017
Dalttechnology,Cassey Cress,In_Progress,GTXPlusPro,8/3/2017
Bioplex,Versie Hillebrand,Lost,MGRPFS,8/30/2017
,Boris Faz,In_Progress,GTXBasic,11/6/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,7/5/2017
,Lajuana Vencill,In_Progress,MGRPFS,8/1/2017
Ganjaflex,Darcel Schlecht,Won,GTXBasic,6/14/2017
Labdrill,Moses Frase,Won,MGRPFU,10/16/2017
Stanredtax,Kami Bicknell,Lost,MGRPFS,2/24/2017
,Violet Mclelland,Lost,GTXPlusPro,8/7/2017
Konmatfix,Boris Faz,Won,GTXPlusPro,5/19/2017
,Cassey Cress,In_Progress,MGRPFU,4/16/2017
,Donn Cantrell,In_Progress,GTXPro,6/30/2017
,Boris Faz,Lost,GTXBasic,11/24/2017
Olivia Pope & Associates,Lajuana Vencill,Won,GTXPro,8/23/2017
Scotfind,Marty Freudenburg,Won,GTXBasic,9/24/2017
Cancity,Darcel Schlecht,In_Progress,GTXPlusBasic,8/5/2017
,James Ascencio,In_Progress,MGRPFS,8/11/2017
Dalttechnology,Zane Levy,Won,GTXPlusBasic,7/17/2017
,Boris Faz,In_Progress,GTXPlusBasic,11/27/2017
Isdom,Maureen Marcano,Lost,GTXPlusBasic,5/14/2017
Dalttechnology,Hayden Neloms,In_Progress,GTXPlusBasic,3/26/2017
,Elease Gluck,In_Progress,GTXPlusPro,6/11/2017
,Vicki Laflamme,In_Progress,MGRPFS,12/18/2017
,Zane Levy,Lost,GTXBasic,9/26/2017
,James Ascencio,In_Progress,MGRPFS,5/11/2017
,Versie Hillebrand,In_Progress,MGRPFS,11/13/2017
,Boris Faz,Lost,GTXBasic,8/17/2017
,Gladys Colclough,In_Progress,MGRPFS,12/6/2017
Nam-zim,Niesha Huffines,Won,GTXPlusBasic,4/29/2017
,Rosalina Dieter,In_Progress,MGRPFS,11/18/2017
,Cecily Lampkin,In_Progress,MGRPFU,12/2/2017
Konex,Corliss Cosme,Won,GTXPlusBasic,3/18/2017
,Jonathan Berthelot,In_Progress,MGRPFS,8/27/2017
Silis,James Ascencio,Lost,GTXPlusBasic,1/9/2017
Globex Corporation,Cassey Cress,Won,GTXPlusBasic,9/15/2017
,Daniell Hammack,In_Progress,GTXPro,6/20/2017
Mathtouch,Markita Hansen,Won,GTXPlusPro,9/22/2017
Y-corporation,Cassey Cress,Won,GTXBasic,8/27/2017
,Darcel Schlecht,Lost,GTXPro,6/17/2017
,Violet Mclelland,In_Progress,MGRPFS,8/21/2017
Groovestreet,Moses Frase,Lost,MGRPFU,2/23/2017
Newex,Kary Hendrixson,Won,GTXPlusBasic,9/4/2017
Genco Pura Olive Oil Company,Donn Cantrell,Lost,GTXPro,2/16/2017
,Wilburn Farren,Lost,MGRPFS,5/8/2017
Donware,Hayden Neloms,Won,MGRPFU,5/6/2017
,Cecily Lampkin,In_Progress,GTXPlusBasic,4/9/2017
Konmatfix,Darcel Schlecht,In_Progress,MGRPFS,6/21/2017
,Cassey Cress,In_Progress,GTXBasic,3/13/2017
,Zane Levy,In_Progress,GTXPlusBasic,9/23/2017
Scottech,Garret Kinder,Won,GTXBasic,1/26/2017
Inity,Darcel Schlecht,Lost,GTXPro,5/16/2017
Mathtouch,Maureen Marcano,Won,GTXPlusBasic,4/29/2017
Codehow,Corliss Cosme,Won,GTXBasic,3/4/2017
,Rosie Papadopoulos,Lost,MGRPFU,2/27/2017
Singletechno,Donn Cantrell,In_Progress,GTXBasic,12/10/2017
,Zane Levy,In_Progress,GTXPlusBasic,12/27/2016
Sunnamplex,Daniell Hammack,Won,GTXPlusBasic,11/21/2017
Dalttechnology,Cassey Cress,Won,MGRPFU,7/24/2017
,Daniell Hammack,In_Progress,GTXPro,3/21/2017
Donware,Elease Gluck,Won,MGRPFS,12/4/2017
,Daniell Hammack,In_Progress,GTXPlusBasic,12/27/2017
Konex,Violet Mclelland,Won,GTXPlusPro,5/5/2017
,Kary Hendrixson,In_Progress,GTXBasic,9/23/2017
Genco Pura Olive Oil Company,Boris Faz,Won,GTXPlusPro,2/25/2017
,Rosalina Dieter,In_Progress,MGRPFS,10/16/2017
Kan-code,Cecily Lampkin,Lost,MGRPFU,9/19/2017
Zotware,Vicki Laflamme,Won,MGRPFU,9/14/2017
,Zane Levy,Lost,GTXPlusPro,10/21/2017
,Kary Hendrixson,In_Progress,GTXBasic,7/14/2017
Globex Corporation,Rosie Papadopoulos,Won,MGRPFS,7/28/2017
Treequote,James Ascencio,In_Progress,GTXPlusPro,6/22/2017
,Rosie Papadopoulos,In_Progress,GTXPro,5/27/2017
,Darcel Schlecht,Lost,GTXPlusBasic,12/8/2017
,Elease Gluck,Lost,MGRPFU,10/2/2017
,Hayden Neloms,Lost,MGRPFU,4/18/2017
Condax,Zane Levy,Won,GTXPlusBasic,4/11/2017
,Elease Gluck,In_Progress,MGRPFS,6/1/2017
Wonka Industries,Vicki Laflamme,Lost,GTXPlusBasic,9/12/2017
The New York Inquirer,Donn Cantrell,Won,GTXPlusPro,9/3/2017
Golddex,Darcel Schlecht,In_Progress,GTXPro,12/27/2017
,Vicki Laflamme,In_Progress,GTXPlusPro,8/20/2017
Betasoloin,Daniell Hammack,Won,GTXPlusPro,9/22/2017
Streethex,Lajuana Vencill,Lost,MGRPFU,7/28/2017
Ontomedia,Reed Clapper,Won,GTXPro,5/16/2017
,Marty Freudenburg,In_Progress,GTXBasic,9/29/2017
Golddex,Marty Freudenburg,Won,GTXBasic,5/25/2017
Lexiqvolax,Darcel Schlecht,Won,MGRPFU,9/10/2017
,Gladys Colclough,In_Progress,GTXBasic,10/18/2017
,Corliss Cosme,In_Progress,MGRPFS,9/6/2017
,Corliss Cosme,Lost,GTXPlusPro,8/8/2017
Faxquote,Jonathan Berthelot,Lost,MGRPFS,7/29/2017
Xx-holding,Kary Hendrixson,Won,GTXPlusBasic,8/16/2017
J-Texon,James Ascencio,In_Progress,GTXPlusPro,11/18/2017
,Wilburn Farren,In_Progress,MGRPFU,12/30/2017
Stark Industries,Cassey Cress,In_Progress,GTXBasic,12/26/2017
Duff Beer,Versie Hillebrand,Won,GTXPlusBasic,9/5/2017
Good Burger,Kami Bicknell,Lost,GTXBasic,10/4/2017
Zoomit,Lajuana Vencill,Won,GTXPro,8/13/2017
Betatech,Cassey Cress,Won,MGRPFU,8/12/2017
Dontechi,Darcel Schlecht,Won,GTXPro,8/27/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,8/15/2017
,Darcel Schlecht,In_Progress,GTXPlusPro,5/11/2017
Finjob,Lajuana Vencill,Lost,MGRPFU,9/15/2017
,Gladys Colclough,In_Progress,MGRPFS,10/13/2017
Isdom,Niesha Huffines,In_Progress,GTXPlusBasic,9/16/2017
Cheers,Markita Hansen,Won,GTXPlusPro,6/10/2017
Finjob,Anna Snelling,Lost,GTXPlusBasic,4/27/2017
Yearin,Violet Mclelland,Lost,GTXPro,5/24/2017
Statholdings,Boris Faz,Lost,GTXPlusPro,7/17/2017
Scotfind,Jonathan Berthelot,Won,GTXBasic,4/6/2017
,Wilburn Farren,Lost,GTXPro,9/21/2017
Blackzim,James Ascencio,In_Progress,GTXPlusBasic,9/2/2017
,James Ascencio,In_Progress,GTXPlusBasic,4/19/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,7/30/2017
Ontomedia,Cassey Cress,Won,GTXPro,7/25/2017
Initech,Darcel Schlecht,Won,MGRPFS,10/9/2017
Globex Corporation,Boris Faz,Won,GTXPlusPro,8/2/2017
,Corliss Cosme,In_Progress,GTXBasic,9/1/2017
Mathtouch,Cassey Cress,In_Progress,GTXBasic,8/7/2017
,James Ascencio,Lost,GTXPlusPro,3/14/2017
Toughzap,Hayden Neloms,Lost,MGRPFU,11/12/2017
Green-Plus,Versie Hillebrand,Won,MGRPFS,9/26/2017
Ollivander's Wand Shop,Marty Freudenburg,Won,GTXPlusPro,3/25/2017
Sumace,Jonathan Berthelot,Won,GTXPro,10/28/2017
Kan-code,Marty Freudenburg,Won,GTXPro,6/7/2017
Zathunicon,Vicki Laflamme,Won,GTXPro,7/20/2017
Conecom,Violet Mclelland,Won,GTXPlusBasic,3/20/2017
,Kami Bicknell,In_Progress,GTXPro,7/13/2017
Plexzap,Daniell Hammack,Lost,GTXPro,10/1/2017
Stanredtax,Cassey Cress,Won,GTXBasic,9/13/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,12/24/2017
,Donn Cantrell,Lost,GTXPlusBasic,9/19/2017
,Cassey Cress,In_Progress,MGRPFU,6/12/2017
,Markita Hansen,In_Progress,MGRPFU,3/13/2017
Dalttechnology,Rosalina Dieter,Lost,MGRPFS,8/9/2017
Bioplex,Darcel Schlecht,Won,GTXPro,10/12/2017
